status,selection_basis,w_ce_score,w_embedding_score,w_source_rank,w_ce_rank,w_embedding_rank,cv_claims_with_evidence,cv_macro_recall@1,cv_micro_recall@1,cv_hit_any@1,cv_evidence_f@1,cv_macro_recall@3,cv_micro_recall@3,cv_hit_any@3,cv_evidence_f@3,cv_macro_recall@5,cv_micro_recall@5,cv_hit_any@5,cv_evidence_f@5,cv_macro_recall@10,cv_micro_recall@10,cv_hit_any@10,cv_evidence_f@10,cv_macro_recall@64,cv_micro_recall@64,cv_hit_any@64,cv_evidence_f@64,cv_macro_recall@100,cv_micro_recall@100,cv_hit_any@100,cv_evidence_f@100,cv_macro_recall@500,cv_micro_recall@500,cv_hit_any@500,cv_evidence_f@500,dev_claims_with_evidence,dev_macro_recall@1,dev_micro_recall@1,dev_hit_any@1,dev_evidence_f@1,dev_macro_recall@3,dev_micro_recall@3,dev_hit_any@3,dev_evidence_f@3,dev_macro_recall@5,dev_micro_recall@5,dev_hit_any@5,dev_evidence_f@5,dev_macro_recall@10,dev_micro_recall@10,dev_hit_any@10,dev_evidence_f@10,dev_macro_recall@64,dev_micro_recall@64,dev_hit_any@64,dev_evidence_f@64,dev_macro_recall@100,dev_micro_recall@100,dev_hit_any@100,dev_evidence_f@100,dev_macro_recall@500,dev_micro_recall@500,dev_hit_any@500,dev_evidence_f@500
strict-candidate,train_kfold,0.25,0.25,0.0,0.5,0.0,245.6,0.08976677174935013,0.07270973033789623,0.2442774182843869,0.12247331452906365,0.19083153586637908,0.16053651759018295,0.4096001327360212,0.17175011653906627,0.2511851114429512,0.2171748938363339,0.4869951883192301,0.1729399659205533,0.3284229301476688,0.29603969567628363,0.5757723577235773,0.14598994611936375,0.5117181571815718,0.48665795977990917,0.7630894308943089,0.04816096828609579,0.5437600796416128,0.5206138512321793,0.7883258669321387,0.03365469387271462,0.5922992091145401,0.5723441148399258,0.8282263149162103,0.007627412960809936,154.0,0.11893939393939394,0.08961303462321792,0.2857142857142857,0.15476190476190477,0.2409090909090909,0.1975560081466395,0.4805194805194805,0.20686456400742115,0.30616883116883115,0.2668024439918534,0.564935064935065,0.20410224695938983,0.38755411255411254,0.34623217922606925,0.6623376623376623,0.16336628739226142,0.5836580086580087,0.5539714867617108,0.8441558441558441,0.05214095696888661,0.6121212121212121,0.5885947046843177,0.8636363636363636,0.03616354594853848,0.6579004329004329,0.6334012219959266,0.8896103896103896,0.0080165281643477
strict-candidate,train_kfold,0.5,0.5,0.0,0.0,0.0,245.6,0.08927963055140756,0.07294184233098336,0.24509374481499915,0.12220341795254688,0.1902217797688181,0.16005543821353224,0.4096001327360212,0.17119262524986767,0.25061600575189424,0.21645168370907783,0.4861821801891488,0.17241602734783426,0.3279771030363365,0.29625865458204886,0.5757756761241082,0.1460675564687511,0.5111877108567005,0.4854512194946953,0.763086112493778,0.04804427017203542,0.5425395719263315,0.5191808930789257,0.7858868425418948,0.03356132133206073,0.5922992091145401,0.5723441148399258,0.8282263149162103,0.007627412960809936,154.0,0.11893939393939394,0.08961303462321792,0.2857142857142857,0.15476190476190477,0.2409090909090909,0.1975560081466395,0.4805194805194805,0.20686456400742115,0.3064935064935065,0.2668024439918534,0.5714285714285714,0.20424654710368997,0.3891774891774892,0.34826883910386963,0.6623376623376623,0.16429393117704805,0.581060606060606,0.5498981670061099,0.8441558441558441,0.051764521809842756,0.6079004329004328,0.5824847250509165,0.8636363636363636,0.035791299147720244,0.6579004329004329,0.6334012219959266,0.8896103896103896,0.0080165281643477
strict-candidate,train_kfold,0.5,0.25,0.0,0.0,0.25,245.6,0.09055616392898622,0.07372745467451977,0.24753940600630497,0.1241050826834799,0.1886161716719208,0.15977459727008125,0.40471212875394064,0.1705233512684981,0.2508720203528566,0.21673504768185686,0.4902439024390244,0.17252188432477134,0.32870610032630937,0.29701922999865615,0.5782014269122283,0.14636433142655142,0.5135481444610365,0.48738351410048997,0.7647121287539406,0.048235638581839616,0.5445847021735524,0.5210753632178661,0.7899552015928323,0.033685701063318974,0.5922992091145401,0.5723441148399258,0.8282263149162103,0.007627412960809936,154.0,0.11764069264069264,0.08757637474541752,0.2792207792207792,0.1525974025974026,0.23896103896103893,0.19959266802443992,0.4805194805194805,0.20783858998144714,0.305952380952381,0.26476578411405294,0.551948051948052,0.20303545660688518,0.3852813852813853,0.34012219959266804,0.6558441558441559,0.16092349209232326,0.578030303030303,0.5478615071283096,0.8376623376623377,0.05156506735990161,0.6121212121212121,0.5885947046843177,0.8636363636363636,0.03616354594853848,0.6579004329004329,0.6334012219959266,0.8896103896103896,0.0080165281643477
strict-candidate,train_kfold,0.5,0.25,0.0,0.25,0.0,245.6,0.09055616392898622,0.07372745467451977,0.24753940600630497,0.1241050826834799,0.18845290636579834,0.1595393031524342,0.4038958022233284,0.17031926963584504,0.2501502682373763,0.2167418843148151,0.48861124937779987,0.17238970137028872,0.3280545323820585,0.29581880616780587,0.5782014269122283,0.14583269205767962,0.5145650683037443,0.48884209487989094,0.7655284552845528,0.04837747403641735,0.5465408992865439,0.5222984387149618,0.7915845362535258,0.033764785421847056,0.5922992091145401,0.5723441148399258,0.8282263149162103,0.007627412960809936,154.0,0.11764069264069264,0.08757637474541752,0.2792207792207792,0.1525974025974026,0.23896103896103893,0.19959266802443992,0.4805194805194805,0.20783858998144714,0.3046536796536796,0.26272912423625255,0.5454545454545454,0.20173675530818388,0.3852813852813853,0.34012219959266804,0.6558441558441559,0.16092349209232326,0.5793290043290044,0.5498981670061099,0.8376623376623377,0.051753284939423536,0.6121212121212121,0.5885947046843177,0.8636363636363636,0.03616354594853848,0.6579004329004329,0.6334012219959266,0.8896103896103896,0.0080165281643477
strict-candidate,train_kfold,0.75,0.25,0.0,0.0,0.0,245.6,0.08990260494441679,0.07323991319947079,0.24590343454454952,0.12317902770864445,0.18832940655937172,0.1590622350928746,0.40226978596316576,0.16992366098588102,0.25116475858636134,0.2169456138865113,0.4877982412477186,0.17276484655031196,0.32935119738952495,0.29676657577803933,0.5798208063713289,0.14631157990839425,0.5148380620540899,0.48953534432410495,0.7647154471544716,0.048447052059403604,0.5460554725955422,0.5220433005210693,0.792400862784138,0.03374864967418763,0.5922992091145401,0.5723441148399258,0.8282263149162103,0.007627412960809936,154.0,0.11893939393939394,0.08961303462321792,0.2857142857142857,0.15476190476190477,0.2333333333333333,0.1934826883910387,0.4675324675324675,0.20188620902906618,0.3033549783549784,0.2606924643584521,0.5454545454545454,0.2004380540094826,0.37943722943722946,0.3340122199592668,0.6493506493506493,0.15810963927847044,0.5764069264069264,0.5458248472505092,0.8376623376623377,0.05137408187479848,0.6108225108225108,0.5865580448065173,0.8636363636363636,0.036039860110566924,0.6579004329004329,0.6334012219959266,0.8896103896103896,0.0080165281643477
strict-candidate,train_kfold,0.5,0.25,0.25,0.0,0.0,245.6,0.0895121398152757,0.07275548832835825,0.24428405508544881,0.12255926110281509,0.18803218848515016,0.15880711462484925,0.40226978596316576,0.16974739861101235,0.2505427244068359,0.21624802638540247,0.4902372656379625,0.17219357599795632,0.32815021293070074,0.2960374560596346,0.5782014269122283,0.14593263304363355,0.5147552126541673,0.4885833676982235,0.7647121287539406,0.04835568605789735,0.5465425584868093,0.522305064183262,0.7907715281234445,0.03376485048852414,0.5922992091145401,0.5723441148399258,0.8282263149162103,0.007627412960809936,154.0,0.12088744588744589,0.08961303462321792,0.2857142857142857,0.15692640692640694,0.23896103896103893,0.19959266802443992,0.4805194805194805,0.20783858998144714,0.3027056277056277,0.26272912423625255,0.5454545454545454,0.20118016903731192,0.3865800865800866,0.3421588594704684,0.6558441558441559,0.1617892929581241,0.5793290043290044,0.5498981670061099,0.8376623376623377,0.051753284939423536,0.6134199134199134,0.5906313645621182,0.8636363636363636,0.036287231786510034,0.6579004329004329,0.6334012219959266,0.8896103896103896,0.0080165281643477
strict-candidate,train_kfold,0.25,0.0,0.25,0.0,0.5,245.6,0.08816713677340855,0.07331166835064007,0.24590011614401858,0.12157767822576186,0.18679376140700182,0.15907027771268997,0.40146009623361534,0.16938258787835692,0.2467464741994359,0.2148517176443486,0.48290360046457603,0.17074055111785327,0.3254668989547039,0.2938859503160576,0.5773751451800233,0.1448105817085409,0.516497151706211,0.49153553488695056,0.7720557491289199,0.04863304467462696,0.5509958519993363,0.527577461057337,0.7972888667662187,0.03410658950865803,0.5922992091145401,0.5723441148399258,0.8282263149162103,0.007627412960809936,154.0,0.11677489177489178,0.08757637474541752,0.2792207792207792,0.15151515151515152,0.2313852813852814,0.1934826883910387,0.45454545454545453,0.2009121830550402,0.2985930735930736,0.2545824847250509,0.538961038961039,0.19621727478870338,0.3770562770562771,0.3340122199592668,0.6428571428571429,0.15814445294964774,0.5772727272727273,0.539714867617108,0.8311688311688312,0.05081279441945306,0.6205627705627705,0.5865580448065173,0.8766233766233766,0.036047278434816935,0.6579004329004329,0.6334012219959266,0.8896103896103896,0.0080165281643477
strict-candidate,train_kfold,0.25,0.0,0.5,0.0,0.25,245.6,0.0871887616835352,0.07282443588952761,0.24426746308279407,0.12032719429235109,0.18685011890935238,0.15836340279731573,0.3982014269122283,0.16888522284639756,0.2477421049720701,0.21486480521104703,0.4853525800564128,0.17093306312071868,0.32563016426082625,0.29365598009034105,0.579817487970798,0.14472585188165077,0.5115478679276588,0.4869659492968704,0.7639024390243903,0.048175435085315584,0.5456476964769648,0.5217905307253068,0.7932171893147503,0.03373156050281605,0.5922992091145401,0.5723441148399258,0.8282263149162103,0.007627412960809936,154.0,0.11677489177489178,0.08757637474541752,0.2792207792207792,0.15151515151515152,0.23354978354978356,0.1955193482688391,0.45454545454545453,0.20307668521954236,0.2944805194805195,0.2525458248472505,0.525974025974026,0.19403731189445475,0.3770562770562771,0.3340122199592668,0.6428571428571429,0.15814445294964774,0.5756493506493506,0.5356415478615071,0.8246753246753247,0.050428063286058825,0.611038961038961,0.5804480651731161,0.8636363636363636,0.03566414194986108,0.6579004329004329,0.6334012219959266,0.8896103896103896,0.0080165281643477
strict-candidate,train_kfold,0.25,0.0,0.0,0.25,0.5,245.6,0.08757336430507162,0.0711061353660262,0.23857972457275595,0.11970941872684034,0.18589657651678557,0.15884103883022624,0.3982014269122283,0.16881110400025284,0.24647641170289253,0.21486235442973983,0.48046457607433213,0.17066710385276837,0.3233097726895636,0.2909650841943352,0.5749361207897794,0.1434692842139333,0.5146477517836403,0.4905690448041516,0.7663414634146342,0.04853511926778209,0.5510380509927548,0.5264001936052256,0.7956528953044633,0.034029813131096306,0.5922992091145401,0.5723441148399258,0.8282263149162103,0.007627412960809936,154.0,0.11893939393939394,0.08961303462321792,0.2857142857142857,0.15476190476190477,0.22792207792207794,0.1894093686354379,0.44805194805194803,0.1971243042671614,0.3027056277056277,0.25661914460285135,0.538961038961039,0.198397237682952,0.37575757575757573,0.3319755600814664,0.6428571428571429,0.1572786520838469,0.5688311688311688,0.5376782077393075,0.8181818181818182,0.05060443887512914,0.617099567099567,0.5824847250509165,0.8701298701298701,0.0357975050921171,0.6579004329004329,0.6334012219959266,0.8896103896103896,0.0080165281643477
strict-candidate,train_kfold,0.25,0.0,0.0,0.0,0.75,245.6,0.08864448868978485,0.07231386821367318,0.24264808362369336,0.12139074166251866,0.18630667551573474,0.15832681664597348,0.3998340799734528,0.16877383520190886,0.24819484541784192,0.21510433953631053,0.48371329019412646,0.17114371834680447,0.3239328576959239,0.29145848746577663,0.576558818649411,0.1437345520471454,0.5158450860018805,0.49032936483485334,0.7671611083457773,0.04851407863905664,0.5472114374204966,0.5230028951776838,0.794843205574913,0.03381088518815213,0.5922992091145401,0.5723441148399258,0.8282263149162103,0.007627412960809936,154.0,0.12218614718614719,0.09164969450101833,0.2922077922077922,0.1590909090909091,0.229004329004329,0.1894093686354379,0.45454545454545453,0.19755720470006186,0.3016233766233766,0.25661914460285135,0.538961038961039,0.19816532673675533,0.37813852813852816,0.3319755600814664,0.6493506493506493,0.1572438384126696,0.5731601731601732,0.5417515274949084,0.8246753246753247,0.05099211090459221,0.6247835497835498,0.5926680244399185,0.8766233766233766,0.036419525235635165,0.6579004329004329,0.6334012219959266,0.8896103896103896,0.0080165281643477
