variant,status,selection_basis,candidate_k,feature_count,cv_macro_recall@1,cv_micro_recall@1,cv_hit_any@1,cv_macro_recall@3,cv_micro_recall@3,cv_hit_any@3,cv_macro_recall@5,cv_micro_recall@5,cv_hit_any@5,cv_macro_recall@10,cv_micro_recall@10,cv_hit_any@10,cv_macro_recall@64,cv_micro_recall@64,cv_hit_any@64,cv_macro_recall@100,cv_micro_recall@100,cv_hit_any@100,cv_macro_recall@500,cv_micro_recall@500,cv_hit_any@500,dev_macro_recall@1,dev_micro_recall@1,dev_hit_any@1,dev_macro_recall@3,dev_micro_recall@3,dev_hit_any@3,dev_macro_recall@5,dev_micro_recall@5,dev_hit_any@5,dev_macro_recall@10,dev_micro_recall@10,dev_hit_any@10,dev_macro_recall@64,dev_micro_recall@64,dev_hit_any@64,dev_macro_recall@100,dev_micro_recall@100,dev_hit_any@100,dev_macro_recall@500,dev_micro_recall@500,dev_hit_any@500
ce_plus_factual,strict-candidate,train_kfold,500,21,0.08704866987445384,0.07129424786275798,0.23940932470549195,0.1795852552403075,0.152560012939554,0.3990077982412477,0.23933869808085836,0.20851121044277562,0.478815331010453,0.315558818649411,0.2866137019619624,0.5749394391903102,0.5150753276920524,0.4860527652470118,0.774484818317571,0.5427810408716331,0.5165346970903253,0.7964824954371993,0.5922992091145401,0.5723441148399258,0.8282263149162103,0.10497835497835499,0.0814663951120163,0.2597402597402597,0.22424242424242424,0.19144602851323828,0.44805194805194803,0.2883116883116883,0.24643584521384929,0.5064935064935064,0.366991341991342,0.32790224032586557,0.6363636363636364,0.5670995670995671,0.5315682281059063,0.8181818181818182,0.6162337662337662,0.5784114052953157,0.8636363636363636,0.6579004329004329,0.6334012219959266,0.8896103896103896
ce_plus_shallow,strict-candidate,train_kfold,500,38,0.08497997898346331,0.07056498024055266,0.23696366351418616,0.17690979481223384,0.14956364829614896,0.39085780653724905,0.2361079033239312,0.20564084949139105,0.4780122780819645,0.31323992035838727,0.2839090459492314,0.5781881533101045,0.5139320280957912,0.485016988520218,0.7696001327360212,0.5486279519938057,0.5219123509916304,0.8029898788783807,0.5922992091145401,0.5723441148399258,0.8282263149162103,0.10151515151515152,0.07942973523421588,0.2532467532467532,0.2145021645021645,0.18737270875763748,0.43506493506493504,0.29642857142857143,0.25865580448065173,0.5454545454545454,0.3813852813852814,0.34826883910386963,0.6428571428571429,0.5672077922077922,0.5254582484725051,0.8441558441558441,0.6100649350649351,0.5682281059063137,0.8766233766233766,0.6579004329004329,0.6334012219959266,0.8896103896103896
ce_only,strict-candidate,train_kfold,500,1,0.08742436812123223,0.07206124632171125,0.24184171229467397,0.18372783584978708,0.15595826487347647,0.3941297494607599,0.2450355068856811,0.213647417141972,0.47964824954372,0.3196225872462806,0.2878623587693871,0.5676057740169238,0.5103406338145015,0.484116792791327,0.7598307615729218,0.5430547536087607,0.5170126362730885,0.7907648913223826,0.5922992091145401,0.5723441148399258,0.8282263149162103,0.10876623376623376,0.07942973523421588,0.2532467532467532,0.2331168831168831,0.1894093686354379,0.45454545454545453,0.2941558441558441,0.24643584521384929,0.512987012987013,0.3692640692640693,0.329938900203666,0.6363636363636364,0.5637445887445888,0.5295315682281059,0.8116883116883117,0.604004329004329,0.5682281059063137,0.8441558441558441,0.6579004329004329,0.6334012219959266,0.8896103896103896
shallow_only,strict-candidate,train_kfold,500,35,0.06259100713456114,0.053142675262397986,0.1783142525302804,0.12807294950500525,0.11241569601297022,0.30047453127592505,0.16437619600685802,0.14864707743601024,0.3721586195453791,0.2216035064432277,0.20530294708614388,0.45603451136552187,0.40584746418892764,0.38304973850355556,0.6702306288369007,0.459386704275206,0.43504295850211616,0.724805043968807,0.5922992091145401,0.5723441148399258,0.8282263149162103,0.07997835497835498,0.059063136456211814,0.18831168831168832,0.13582251082251082,0.11608961303462322,0.2922077922077922,0.17435064935064937,0.15274949083503056,0.36363636363636365,0.2651515151515152,0.23217922606924643,0.4935064935064935,0.4668831168831169,0.4378818737270876,0.7467532467532467,0.5174242424242425,0.4847250509164969,0.7922077922077922,0.6579004329004329,0.6334012219959266,0.8896103896103896
