method_id,label,category,source,status,max_candidate_count,avg_candidate_count,min_candidate_count,num_claims,num_claims_with_evidence,missing_pool_claims,top_n,macro_recall,micro_recall,hit_any
s7_strict_rrf_equal_bm25_char_structured_prf,strict rrf equal bm25 char structured prf,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_equal_bm25_char_structured_prf_top500_candidates.json,ok,500,500.0,500,154,154,0,32,0.35248917748917746,0.3258655804480652,92
s7_strict_rrf_equal_bm25_char_structured_prf,strict rrf equal bm25 char structured prf,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_equal_bm25_char_structured_prf_top500_candidates.json,ok,500,500.0,500,154,154,0,50,0.4082251082251082,0.3788187372708758,101
s7_strict_rrf_equal_bm25_char_structured_prf,strict rrf equal bm25 char structured prf,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_equal_bm25_char_structured_prf_top500_candidates.json,ok,500,500.0,500,154,154,0,64,0.4253246753246753,0.40122199592668023,106
s7_strict_rrf_equal_bm25_char_structured_prf,strict rrf equal bm25 char structured prf,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_equal_bm25_char_structured_prf_top500_candidates.json,ok,500,500.0,500,154,154,0,100,0.4837662337662338,0.45010183299389,120
s7_strict_rrf_equal_bm25_char_structured_prf,strict rrf equal bm25 char structured prf,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_equal_bm25_char_structured_prf_top500_candidates.json,ok,500,500.0,500,154,154,0,200,0.5522727272727272,0.5213849287169042,128
s7_strict_rrf_equal_bm25_char_structured_prf,strict rrf equal bm25 char structured prf,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_equal_bm25_char_structured_prf_top500_candidates.json,ok,500,500.0,500,154,154,0,300,0.5979437229437229,0.5723014256619144,130
s7_strict_rrf_equal_bm25_char_structured_prf,strict rrf equal bm25 char structured prf,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_equal_bm25_char_structured_prf_top500_candidates.json,ok,500,500.0,500,154,154,0,500,0.645995670995671,0.6232179226069247,136
s7_strict_rrf_equal_bm25_char_structured_prf,strict rrf equal bm25 char structured prf,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_equal_bm25_char_structured_prf_top500_candidates.json,ok,500,500.0,500,154,154,0,1000,,,0
s7_strict_rrf_equal_bm25_char_structured_prf,strict rrf equal bm25 char structured prf,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_equal_bm25_char_structured_prf_top500_candidates.json,ok,500,500.0,500,154,154,0,2000,,,0
s7_strict_rrf_char_heavy,strict rrf char heavy,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_char_heavy_top500_candidates.json,ok,500,500.0,500,154,154,0,1,0.07867965367965368,0.05702647657841141,28
s7_strict_rrf_char_heavy,strict rrf char heavy,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_char_heavy_top500_candidates.json,ok,500,500.0,500,154,154,0,3,0.11883116883116883,0.09775967413441955,42
s7_strict_rrf_char_heavy,strict rrf char heavy,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_char_heavy_top500_candidates.json,ok,500,500.0,500,154,154,0,5,0.15811688311688313,0.1384928716904277,52
s7_strict_rrf_char_heavy,strict rrf char heavy,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_char_heavy_top500_candidates.json,ok,500,500.0,500,154,154,0,10,0.23690476190476192,0.21181262729124237,68
s7_strict_rrf_char_heavy,strict rrf char heavy,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_char_heavy_top500_candidates.json,ok,500,500.0,500,154,154,0,20,0.3088744588744589,0.28105906313645623,83
s7_strict_rrf_char_heavy,strict rrf char heavy,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_char_heavy_top500_candidates.json,ok,500,500.0,500,154,154,0,32,0.36038961038961037,0.3360488798370672,94
s7_strict_rrf_char_heavy,strict rrf char heavy,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_char_heavy_top500_candidates.json,ok,500,500.0,500,154,154,0,50,0.4087662337662338,0.38289205702647655,103
s7_strict_rrf_char_heavy,strict rrf char heavy,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_char_heavy_top500_candidates.json,ok,500,500.0,500,154,154,0,64,0.44047619047619047,0.4134419551934827,112
s7_strict_rrf_char_heavy,strict rrf char heavy,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_char_heavy_top500_candidates.json,ok,500,500.0,500,154,154,0,100,0.48852813852813853,0.45621181262729127,120
s7_strict_rrf_char_heavy,strict rrf char heavy,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_char_heavy_top500_candidates.json,ok,500,500.0,500,154,154,0,200,0.5658008658008659,0.5376782077393075,129
s7_strict_rrf_char_heavy,strict rrf char heavy,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_char_heavy_top500_candidates.json,ok,500,500.0,500,154,154,0,300,0.6010822510822511,0.5763747454175153,130
s7_strict_rrf_char_heavy,strict rrf char heavy,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_char_heavy_top500_candidates.json,ok,500,500.0,500,154,154,0,500,0.6666666666666667,0.639511201629328,137
s7_strict_rrf_char_heavy,strict rrf char heavy,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_char_heavy_top500_candidates.json,ok,500,500.0,500,154,154,0,1000,,,0
s7_strict_rrf_char_heavy,strict rrf char heavy,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_char_heavy_top500_candidates.json,ok,500,500.0,500,154,154,0,2000,,,0
s7_strict_rrf_bm25_heavy,strict rrf bm25 heavy,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_bm25_heavy_top500_candidates.json,ok,500,500.0,500,154,154,0,1,0.07121212121212121,0.05091649694501019,25
s7_strict_rrf_bm25_heavy,strict rrf bm25 heavy,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_bm25_heavy_top500_candidates.json,ok,500,500.0,500,154,154,0,3,0.11764069264069264,0.09979633401221996,45
s7_strict_rrf_bm25_heavy,strict rrf bm25 heavy,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_bm25_heavy_top500_candidates.json,ok,500,500.0,500,154,154,0,5,0.154004329004329,0.1384928716904277,52
s7_strict_rrf_bm25_heavy,strict rrf bm25 heavy,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_bm25_heavy_top500_candidates.json,ok,500,500.0,500,154,154,0,10,0.2198051948051948,0.20162932790224034,67
s7_strict_rrf_bm25_heavy,strict rrf bm25 heavy,os7,round18/outputs/o_sparse/o_s7_plain_leaf_fusion/dev_full_dev_o_s7_plain_leaf_fusion_strict_rrf_bm25_heavy_top500_candidates.json,ok,500,500.0,500,154,154,0,20,0.30865800865800863,0.2790224032586558,85
